username,anime_id,my_score,user_id,gender,title,type,source,score,scored_by,rank,popularity,genre
MistButterfly,1827,0,2485327,Female,Seirei no Moribito,TV,Novel,8.21,51378,308.0,630,"Action, Adventure, Historical, Fantasy"
MistButterfly,1860,6,2485327,Female,Tokyo Majin Gakuen Kenpucho: Tou,TV,Visual novel,7.26,19473,2592.0,1496,"Action, Horror, Supernatural, Drama, Martial Arts, Fantasy, School"
MistButterfly,1921,0,2485327,Female,Urusei Yatsura Movie 2: Beautiful Dreamer,Movie,Manga,7.87,3574,769.0,4080,"Action, Adventure, Comedy, Romance, Drama, Sci-Fi"
MistButterfly,2175,6,2485327,Female,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,Movie,Light novel,7.79,14944,901.0,2066,"Adventure, Drama, Fantasy"
MistButterfly,2369,5,2485327,Female,Rental Magica,TV,Light novel,7.14,15714,3053.0,1620,"Mystery, Supernatural, Fantasy"
MistButterfly,2386,5,2485327,Female,One Piece: Yume no Soccer Ou!,Movie,Manga,7.28,15839,2501.0,2237,"Comedy, Fantasy, Shounen, Sports"
MistButterfly,2418,8,2485327,Female,Stranger: Mukou Hadan,Movie,Original,8.4,93041,169.0,463,"Action, Adventure, Historical, Samurai"
MistButterfly,2490,5,2485327,Female,One Piece: Mezase! Kaizoku Yakyuu Ou,Movie,Manga,7.15,12825,3004.0,2483,"Comedy, Fantasy, Shounen, Sports"
MistButterfly,2966,8,2485327,Female,Ookami to Koushinryou,TV,Light novel,8.34,226529,204.0,100,"Adventure, Fantasy, Historical, Romance"
MistButterfly,3358,6,2485327,Female,Kure-nai,TV,Light novel,7.46,29923,1778.0,1192,"Comedy, Drama, Martial Arts"
MistButterfly,3848,6,2485327,Female,"One Piece Movie 9: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura",Movie,Manga,7.61,19978,1334.0,1895,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
MistButterfly,3962,5,2485327,Female,Chocolate Underground,ONA,Novel,6.24,4545,6611.0,3644,"Comedy, Kids"
MistButterfly,4037,6,2485327,Female,Cowboy Bebop: Yose Atsume Blues,Special,Original,7.51,9619,1604.0,2387,"Action, Adventure, Comedy, Drama, Sci-Fi, Space"
MistButterfly,4059,6,2485327,Female,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",Special,Visual novel,8.1,132514,433.0,389,"Drama, Romance, School, Slice of Life"
MistButterfly,4087,7,2485327,Female,Michiko to Hatchin,TV,Original,7.88,34621,743.0,841,"Action, Adventure"
MistButterfly,4155,8,2485327,Female,One Piece Film: Strong World,Movie,Manga,8.33,73981,210.0,755,"Action, Adventure, Comedy, Drama, Fantasy, Shounen"
MistButterfly,4177,0,2485327,Female,Bounen no Xamdou,ONA,Original,7.77,43433,935.0,905,"Action, Military, Sci-Fi"
MistButterfly,4182,6,2485327,Female,Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,Special,Original,7.63,60724,1266.0,860,"Sci-Fi, Comedy, Parody"
MistButterfly,4186,6,2485327,Female,Chrome Shelled Regios,TV,Light novel,7.51,69646,1603.0,636,"Action, Adventure, Fantasy, School, Sci-Fi"
MistButterfly,4548,6,2485327,Female,Yozakura Quartet,TV,Manga,6.92,24250,3863.0,947,"Action, Magic, Comedy, Super Power, Supernatural, Shounen"
MistButterfly,5355,7,2485327,Female,Sengoku Basara,TV,Game,7.51,46764,1618.0,764,"Action, Historical, Martial Arts, Samurai, Super Power"
MistButterfly,5507,0,2485327,Female,Senjou no Valkyria,TV,Game,7.71,40295,1086.0,909,"Action, Military, Romance"
MistButterfly,5525,7,2485327,Female,07-Ghost,TV,Manga,7.36,73819,2169.0,552,"Action, Demons, Fantasy, Josei, Magic, Military"
MistButterfly,5538,6,2485327,Female,Tegamibachi: Hikari to Ao no Gensou Yawa,Special,Manga,7.53,5641,1566.0,3435,"Adventure, Slice of Life, Supernatural, Fantasy, Shounen"
MistButterfly,6372,7,2485327,Female,Higashi no Eden Movie I: The King of Eden,Movie,Original,7.7,72842,1106.0,716,"Comedy, Drama, Mystery, Romance, Slice of Life, Thriller"
MistButterfly,6758,0,2485327,Female,Tatakau Shisho: The Book of Bantorra,TV,Light novel,7.33,11965,2326.0,1684,"Action, Fantasy, Seinen, Super Power"
MistButterfly,7588,8,2485327,Female,Saraiya Goyou,TV,Manga,7.89,17560,725.0,1507,"Mystery, Historical, Drama, Samurai, Seinen"
MistButterfly,8086,8,2485327,Female,Densetsu no Yuusha no Densetsu,TV,Light novel,7.76,85752,964.0,448,"Action, Adventure, Magic, Fantasy, Shounen"
MistButterfly,8142,8,2485327,Female,Colorful (Movie),Movie,Novel,7.99,40843,563.0,942,"Slice of Life, Supernatural, Drama"
MistButterfly,8934,7,2485327,Female,Star Driver: Kagayaki no Takuto,TV,Original,7.32,31812,2360.0,1052,"Action, Romance, Mecha, Shounen"
MistButterfly,9107,4,2485327,Female,Pokemon Best Wishes!,TV,Game,6.63,22669,5075.0,1643,"Action, Adventure, Comedy, Fantasy, Kids"
MistButterfly,9289,0,2485327,Female,Hanasaku Iroha,TV,Original,8.01,81989,544.0,387,"Slice of Life, Comedy, Drama"
MistButterfly,9314,5,2485327,Female,Fractale,TV,Original,7.03,28111,3451.0,1275,"Adventure, Fantasy, Sci-Fi"
MistButterfly,9760,7,2485327,Female,Hoshi wo Ou Kodomo,Movie,Original,7.72,51766,1062.0,773,"Adventure, Romance, Fantasy"
MistButterfly,10161,7,2485327,Female,No.6,TV,Novel,7.72,111414,1064.0,330,"Action, Sci-Fi, Mystery, Drama"
MistButterfly,10336,5,2485327,Female,Last Exile: Ginyoku no Fam,TV,Original,7.13,11956,3081.0,1987,"Action, Adventure, Sci-Fi"
MistButterfly,10372,5,2485327,Female,Kamisama Dolls,TV,Manga,7.1,24389,3209.0,1443,"Action, Seinen, Supernatural"
MistButterfly,10568,7,2485327,Female,Kamisama no Memochou,TV,Light novel,7.64,67591,1247.0,494,Mystery
MistButterfly,10588,7,2485327,Female,Persona 4 the Animation,TV,Game,7.63,76059,1278.0,479,"Sci-Fi, Adventure, Mystery, Super Power, Supernatural, School"
MistButterfly,12859,8,2485327,Female,One Piece Film: Z,Movie,Manga,8.32,71496,224.0,784,"Action, Adventure, Comedy, Drama, Fantasy, Shounen"
MistButterfly,13125,10,2485327,Female,Shinsekai yori,TV,Novel,8.49,157863,111.0,114,"Sci-Fi, Mystery, Horror, Psychological, Supernatural, Drama"
MistButterfly,13203,8,2485327,Female,Lupin the Third: Mine Fujiko to Iu Onna,TV,Manga,7.82,12782,845.0,2030,"Action, Adventure, Comedy, Ecchi, Samurai, Seinen"
MistButterfly,13271,7,2485327,Female,Hunter x Hunter Movie 1: Phantom Rouge,Movie,Manga,7.37,38086,2150.0,1283,"Action, Adventure, Super Power, Shounen"
MistButterfly,18139,6,2485327,Female,Tonari no Seki-kun,TV,Manga,7.68,58577,1160.0,690,"Comedy, School, Seinen"
MistButterfly,18497,7,2485327,Female,Yozakura Quartet: Hana no Uta,TV,Manga,7.57,25315,1450.0,1060,"Action, Comedy, Magic, Shounen, Super Power, Supernatural"
MistButterfly,19117,6,2485327,Female,Toaru Hikuushi e no Koiuta,TV,Light novel,7.24,28965,2665.0,1208,"Adventure, Drama, Romance"
MistButterfly,20057,7,2485327,Female,Space☆Dandy,TV,Original,7.88,75431,748.0,468,"Sci-Fi, Space, Comedy"
MistButterfly,20159,6,2485327,Female,Pokemon: The Origin,Special,Game,7.89,81373,723.0,728,"Action, Adventure, Comedy, Fantasy, Kids"
MistButterfly,20689,6,2485327,Female,Hamatora The Animation,TV,Original,7.4,79924,2016.0,445,"Mystery, Comedy, Super Power, Drama"
MistButterfly,20787,7,2485327,Female,Black Bullet,TV,Light novel,7.38,258969,2097.0,92,"Action, Sci-Fi, Mystery, Seinen"
MistButterfly,20899,8,2485327,Female,JoJo no Kimyou na Bouken: Stardust Crusaders,TV,Manga,8.24,139347,277.0,321,"Action, Adventure, Supernatural, Drama, Shounen"
MistButterfly,21561,5,2485327,Female,Ryuugajou Nanana no Maizoukin (TV),TV,Light novel,7.29,63203,2474.0,606,"Adventure, Mystery, Comedy, Supernatural"
MistButterfly,21677,5,2485327,Female,Captain Earth,TV,Original,6.47,18440,5707.0,1521,"Action, Mecha, Romance, Sci-Fi, Space"
MistButterfly,21939,0,2485327,Female,Mushishi Zoku Shou,TV,Manga,8.77,60600,33.0,569,"Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen"
MistButterfly,22433,6,2485327,Female,Break Blade,TV,Manga,7.39,24221,2061.0,1335,"Action, Military, Fantasy, Mecha, Shounen"
MistButterfly,22817,6,2485327,Female,Kindaichi Shounen no Jikenbo Returns,TV,Manga,7.59,3781,1382.0,3588,"Mystery, Shounen"
MistButterfly,22839,6,2485327,Female,Cross Road,Special,Original,7.5,18944,1629.0,1904,"Slice of Life, School"
MistButterfly,23327,8,2485327,Female,Space☆Dandy 2nd Season,TV,Original,8.28,44045,260.0,992,"Space, Comedy, Sci-Fi"
MistButterfly,24765,6,2485327,Female,Gakkougurashi!,TV,Manga,7.69,103138,1129.0,352,"Slice of Life, Psychological, School, Horror, Mystery"
MistButterfly,25183,7,2485327,Female,Gangsta.,TV,Manga,7.46,143519,1769.0,227,"Action, Drama, Seinen"
MistButterfly,25687,7,2485327,Female,Digimon Adventure tri. 1: Saikai,Movie,Original,7.62,39122,1289.0,1085,"Action, Adventure, Comedy, Drama"
MistButterfly,26055,9,2485327,Female,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,TV,Manga,8.56,121404,78.0,400,"Action, Adventure, Drama, Shounen, Supernatural"
MistButterfly,27831,8,2485327,Female,Durarara!!x2 Ten,TV,Light novel,8.1,99801,434.0,385,"Action, Mystery, Supernatural"
MistButterfly,27899,7,2485327,Female,Tokyo Ghoul √A,TV,Manga,7.45,452829,1835.0,41,"Action, Mystery, Horror, Psychological, Supernatural, Drama, Seinen"
MistButterfly,27947,7,2485327,Female,Lupin III (2015),TV,Original,7.96,7725,602.0,2164,"Action, Adventure, Mystery, Comedy, Seinen"
MistButterfly,28249,7,2485327,Female,Arslan Senki (TV),TV,Manga,7.82,93359,838.0,352,"Action, Adventure, Historical, Drama, Fantasy, Shounen"
MistButterfly,28497,7,2485327,Female,Rokka no Yuusha,TV,Light novel,7.53,173591,1562.0,186,"Action, Adventure, Fantasy, Magic, Mystery"
MistButterfly,30503,9,2485327,Female,Noragami Aragoto,TV,Manga,8.41,324545,164.0,66,"Action, Adventure, Comedy, Supernatural, Shounen"
MistButterfly,30694,0,2485327,Female,Dragon Ball Super,TV,Manga,7.78,102780,922.0,278,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power"
MistButterfly,31798,6,2485327,Female,Kiznaiver,TV,Original,7.59,157970,1380.0,184,"Sci-Fi, Drama, Romance"
MistButterfly,31933,9,2485327,Female,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,TV,Manga,8.63,99372,64.0,432,"Action, Adventure, Comedy, Supernatural, Drama, Shounen"
MistButterfly,32998,8,2485327,Female,91 Days,TV,Original,7.89,112699,710.0,270,"Action, Drama, Historical"
MistButterfly,46,0,2485327,Female,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Movie,Manga,7.63,20935,1280.0,1856,"Samurai, Historical, Drama, Shounen"
MistButterfly,53,5,2485327,Female,Ai Yori Aoshi,TV,Manga,7.21,39166,2756.0,1064,"Comedy, Drama, Harem, Romance, Slice of Life"
MistButterfly,64,6,2485327,Female,Rozen Maiden,TV,Manga,7.53,74301,1563.0,554,"Action, Comedy, Drama, Magic, Seinen"
MistButterfly,65,6,2485327,Female,Rozen Maiden: Träumend,TV,Manga,7.74,47139,1024.0,1028,"Action, Comedy, Drama, Magic, Seinen"
MistButterfly,73,7,2485327,Female,Full Metal Panic! The Second Raid,TV,Light novel,8.03,109507,514.0,415,"Action, Military, Mecha"
MistButterfly,94,0,2485327,Female,Mobile Suit Gundam SEED Destiny,TV,Original,7.32,46198,2350.0,1097,"Action, Space, Mecha, Romance, Military, Drama, Sci-Fi"
MistButterfly,101,6,2485327,Female,Air,TV,Visual novel,7.42,116985,1919.0,340,"Slice of Life, Supernatural, Drama, Romance"
MistButterfly,122,8,2485327,Female,Full Moon wo Sagashite,TV,Manga,8.05,31213,489.0,1158,"Music, Comedy, Supernatural, Drama, Romance, Shoujo"
MistButterfly,143,5,2485327,Female,Kannazuki no Miko,TV,Manga,7.0,22091,3568.0,1534,"Supernatural, Drama, Magic, Romance, Mecha, Shounen, Shoujo Ai"
MistButterfly,144,5,2485327,Female,Kanon,TV,Visual novel,7.22,20203,2724.0,1594,"Drama, Romance, Slice of Life, Supernatural"
MistButterfly,154,7,2485327,Female,Shaman King,TV,Manga,7.83,120613,833.0,343,"Action, Adventure, Comedy, Supernatural, Drama, Shounen"
MistButterfly,155,6,2485327,Female,X/1999,Movie,Manga,6.66,14433,4951.0,2298,"Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural"
MistButterfly,156,7,2485327,Female,X,TV,Manga,7.52,26677,1594.0,1374,"Action, Super Power, Drama, Magic, Romance, Fantasy, Shoujo"
MistButterfly,157,5,2485327,Female,Mahou Sensei Negima!,TV,Manga,7.08,45365,3269.0,899,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural"
MistButterfly,167,0,2485327,Female,Scrapped Princess,TV,Light novel,7.48,28908,1704.0,1199,"Adventure, Comedy, Drama, Fantasy, Mecha, Sci-Fi, Shounen"
MistButterfly,169,6,2485327,Female,Shingetsutan Tsukihime,TV,Visual novel,7.04,51195,3426.0,800,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire"
MistButterfly,182,0,2485327,Female,Tenkuu no Escaflowne,TV,Original,7.77,46572,954.0,874,"Adventure, Psychological, Romance, Fantasy, Mecha, Shoujo"
MistButterfly,197,4,2485327,Female,Rizelmine,TV,Manga,6.62,7989,5132.0,2747,"Sci-Fi, Comedy, Romance, Ecchi, School"
MistButterfly,223,8,2485327,Female,Dragon Ball,TV,Manga,8.15,286046,369.0,99,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power"
MistButterfly,246,6,2485327,Female,Groove Adventure Rave,TV,Manga,7.4,26192,2013.0,1203,"Adventure, Comedy, Fantasy, Romance, Shounen"
MistButterfly,248,4,2485327,Female,Ichigo 100%,TV,Manga,6.78,40883,4401.0,1066,"Comedy, Ecchi, Harem, Romance, Shounen"
MistButterfly,281,4,2485327,Female,Akane Maniax,OVA,Visual novel,5.79,7887,7815.0,3054,"Comedy, Mecha, Romance"
MistButterfly,288,5,2485327,Female,Bakuten Shoot Beyblade,TV,Manga,6.8,39664,4303.0,1303,"Action, Sci-Fi, Adventure, Comedy, Sports, Shounen"
MistButterfly,325,6,2485327,Female,Peach Girl,TV,Manga,7.13,31439,3094.0,1362,"Slice of Life, Drama, Romance, Shoujo"
MistButterfly,334,7,2485327,Female,Marmalade Boy,TV,Manga,7.62,12292,1304.0,2102,"Comedy, Drama, Romance, Shoujo"
MistButterfly,371,7,2485327,Female,Cardcaptor Sakura Movie 1,Movie,Manga,7.72,40964,1056.0,1205,"Comedy, Drama, Fantasy, Magic, Shoujo"
MistButterfly,372,8,2485327,Female,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,Movie,Manga,8.29,46158,244.0,1091,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo"
MistButterfly,376,5,2485327,Female,Elfen Lied Special,Special,Manga,7.3,85058,2418.0,608,"Horror, Psychological, Supernatural, Drama, Ecchi"
MistButterfly,389,7,2485327,Female,Karas,OVA,Original,7.5,23176,1634.0,1530,"Action, Sci-Fi, Super Power, Fantasy"
MistButterfly,391,4,2485327,Female,Tales of Phantasia The Animation,OVA,Game,6.91,8692,3891.0,2786,"Adventure, Fantasy, Shounen"
MistButterfly,394,5,2485327,Female,Ai Yori Aoshi: Enishi,TV,Manga,7.23,24642,2675.0,1694,"Comedy, Drama, Harem, Romance, Slice of Life"
MistButterfly,418,6,2485327,Female,Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,Movie,Unknown,7.36,8418,2200.0,3081,"Adventure, Comedy, Shounen"
MistButterfly,427,8,2485327,Female,Kaleido Star,TV,Original,8.03,22821,517.0,1499,"Comedy, Sports, Drama, Fantasy, Shoujo"
MistButterfly,469,5,2485327,Female,Karin,TV,Manga,7.28,66135,2491.0,674,"Comedy, Romance, Vampire, School, Shounen"
MistButterfly,481,6,2485327,Female,Yu☆Gi☆Oh! Duel Monsters,TV,Manga,7.57,113570,1451.0,417,"Adventure, Game, Shounen"
MistButterfly,482,6,2485327,Female,Yu☆Gi☆Oh!: Duel Monsters GX,TV,Manga,7.23,60148,2705.0,844,"Action, Comedy, Fantasy, Game, Shounen"
MistButterfly,489,5,2485327,Female,Kamichu!,TV,Original,7.47,12638,1730.0,1774,"Comedy, Drama, Slice of Life, Supernatural"
MistButterfly,502,5,2485327,Female,Dragon Ball Movie 1: Shen Long no Densetsu,Movie,Manga,7.01,21397,3527.0,1848,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power"
MistButterfly,527,6,2485327,Female,Pokemon,TV,Game,7.42,171170,1946.0,214,"Action, Adventure, Comedy, Kids, Fantasy"
MistButterfly,529,6,2485327,Female,Saishuu Heiki Kanojo,TV,Manga,7.27,28001,2538.0,1202,"Military, Sci-Fi, Drama, Romance, School"
MistButterfly,530,7,2485327,Female,Bishoujo Senshi Sailor Moon,TV,Manga,7.73,96014,1029.0,423,"Demons, Magic, Romance, Shoujo"
MistButterfly,532,7,2485327,Female,Bishoujo Senshi Sailor Moon S,TV,Manga,7.91,45311,671.0,1034,"Drama, Magic, Romance, Shoujo"
MistButterfly,550,6,2485327,Female,Yu☆Gi☆Oh!,TV,Manga,7.29,68229,2479.0,732,"Action, Game, Comedy, Fantasy, Shounen"
MistButterfly,569,0,2485327,Female,Musekinin Kanchou Tylor,TV,Light novel,7.94,9481,632.0,2295,"Military, Sci-Fi, Space, Comedy, Parody"
MistButterfly,587,0,2485327,Female,Hanbun no Tsuki ga Noboru Sora,TV,Light novel,7.63,38711,1269.0,1100,"Comedy, Drama, Romance"
MistButterfly,596,5,2485327,Female,Chobits: Chibits,Special,Manga,7.07,22557,3297.0,1822,"Romance, Comedy"
MistButterfly,609,5,2485327,Female,Saishuu Heiki Kanojo: Another Love Song,OVA,Unknown,7.18,6676,2901.0,3219,"Drama, Romance, Sci-Fi"
MistButterfly,644,8,2485327,Female,Hachimitsu to Clover Specials,Special,Manga,7.8,12736,873.0,2455,"Comedy, Drama, Josei, Romance, Slice of Life"
MistButterfly,688,5,2485327,Female,Uta Kata,TV,Original,6.82,7016,4256.0,2758,"Drama, Magic"
MistButterfly,740,7,2485327,Female,Bishoujo Senshi Sailor Moon R,TV,Manga,7.75,50821,980.0,964,"Demons, Magic, Romance, Shoujo"
MistButterfly,789,5,2485327,Female,Shinigami no Ballad.,TV,Light novel,7.0,15476,3578.0,1893,"Drama, Fantasy, Psychological, Supernatural"
MistButterfly,798,0,2485327,Female,Yomigaeru Sora: Rescue Wings,TV,Original,7.5,2847,1654.0,3886,"Drama, Military, Seinen"
MistButterfly,891,5,2485327,Female,Dragon Ball Movie 2: Majinjou no Nemuri Hime,Movie,Manga,6.98,18965,3635.0,1961,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power"
MistButterfly,892,5,2485327,Female,Dragon Ball Movie 3: Makafushigi Daibouken,Movie,Manga,7.05,17457,3364.0,2039,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power"
MistButterfly,893,5,2485327,Female,Dragon Ball Movie 4: Saikyou e no Michi,Movie,Manga,7.29,17982,2454.0,1994,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power"
MistButterfly,894,5,2485327,Female,Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!,Movie,Manga,6.88,45326,3987.0,1154,"Action, Sci-Fi, Adventure, Comedy, Fantasy, Shounen"
MistButterfly,897,5,2485327,Female,Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu,Movie,Manga,6.79,40783,4358.0,1244,"Action, Sci-Fi, Adventure, Fantasy, Shounen"
MistButterfly,899,5,2485327,Female,Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,Movie,Manga,7.03,44743,3450.0,1164,"Action, Sci-Fi, Adventure, Comedy, Fantasy, Shounen"
MistButterfly,900,5,2485327,Female,Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,Movie,Manga,7.08,41599,3259.0,1223,"Action, Sci-Fi, Adventure, Comedy, Fantasy, Shounen"
MistButterfly,901,6,2485327,Female,"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen",Movie,Manga,7.55,56505,1490.0,979,"Action, Sci-Fi, Adventure, Comedy, Fantasy, Shounen"
MistButterfly,902,5,2485327,Female,Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,Movie,Manga,7.31,40817,2382.0,1255,"Action, Sci-Fi, Adventure, Comedy, Fantasy, Shounen"
MistButterfly,904,5,2485327,Female,Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,Movie,Manga,6.18,40311,6829.0,1265,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power"
MistButterfly,969,7,2485327,Female,Tsubasa Chronicle 2nd Season,TV,Manga,7.68,45978,1161.0,946,"Action, Adventure, Fantasy, Romance, Supernatural, Drama, Mystery, Shounen"
MistButterfly,981,4,2485327,Female,Ichigo 100% OVA,OVA,Manga,7.0,12403,3568.0,2574,"Comedy, Ecchi, Harem, Romance, School, Shounen"
MistButterfly,987,5,2485327,Female,Dragon Ball GT: Gokuu Gaiden! Yuuki no Akashi wa Suushinchuu,Special,Manga,6.68,25451,4838.0,1743,"Action, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen"
MistButterfly,990,0,2485327,Female,Kamisama Kazoku,TV,Light novel,7.22,17992,2723.0,1855,"Fantasy, Romance, Comedy, Drama"
MistButterfly,996,8,2485327,Female,Bishoujo Senshi Sailor Moon: Sailor Stars,TV,Manga,7.99,33532,561.0,1290,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo"
MistButterfly,1007,0,2485327,Female,Ranma ½ OVA,OVA,Unknown,7.84,10733,819.0,2670,"Comedy, Martial Arts, Romance, Shounen"
MistButterfly,1008,0,2485327,Female,Ranma ½ Specials,OVA,Manga,7.74,6568,1023.0,3307,"Comedy, Drama, Romance, Shounen"
MistButterfly,1015,6,2485327,Female,Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,Special,Manga,7.75,34438,986.0,1395,Comedy
MistButterfly,1121,5,2485327,Female,Pokemon Advanced Generation: Nanayo no Negaiboshi Jirachi,Movie,Game,6.9,33399,3928.0,1477,"Adventure, Comedy, Drama, Fantasy, Kids"
MistButterfly,1142,10,2485327,Female,Hachimitsu to Clover II,TV,Manga,8.34,38439,199.0,1148,"Drama, Josei, Romance, Slice of Life"
MistButterfly,1239,7,2485327,Female,Bishoujo Senshi Sailor Moon SuperS,TV,Manga,7.65,35676,1213.0,1241,"Drama, Magic, Romance, Shoujo"
MistButterfly,1241,5,2485327,Female,Mobile Suit Gundam SEED Destiny Final Plus: The Chosen Future,OVA,Original,7.52,10198,1583.0,2822,"Space, Mecha, Military, Drama, Sci-Fi"
MistButterfly,1254,0,2485327,Female,Saint Seiya,TV,Manga,7.96,51232,605.0,899,"Adventure, Fantasy, Sci-Fi, Shounen"
MistButterfly,1311,5,2485327,Female,Chobits Recap,Special,Manga,7.06,17581,3328.0,2034,"Ecchi, Romance, Comedy, Sci-Fi, Drama"
MistButterfly,1397,5,2485327,Female,Macross 7,TV,Original,7.22,7376,2731.0,2747,"Action, Military, Sci-Fi, Adventure, Music, Comedy, Drama, Romance, Mecha, Shounen"
MistButterfly,1530,0,2485327,Female,Kanon (2006),TV,Visual novel,8.11,101450,422.0,402,"Slice of Life, Supernatural, Drama, Romance"
MistButterfly,1546,5,2485327,Female,Negima!?,TV,Manga,7.15,23091,3001.0,1401,"Adventure, Harem, Comedy, Supernatural, Magic, Romance, Ecchi, Fantasy, School"
MistButterfly,1559,0,2485327,Female,Shijou Saikyou no Deshi Kenichi,TV,Manga,8.22,93353,293.0,475,"Action, Comedy, Martial Arts, School, Shounen"
MistButterfly,1565,5,2485327,Female,Pokemon Diamond & Pearl,TV,Game,7.24,36304,2690.0,1259,"Action, Adventure, Comedy, Fantasy, Kids"
MistButterfly,1606,0,2485327,Female,Kekkaishi,TV,Manga,7.69,34144,1135.0,1118,"Adventure, Comedy, Fantasy, Shounen"
MistButterfly,1669,5,2485327,Female,Bakuten Shoot Beyblade 2002,TV,Manga,6.76,22709,4483.0,1906,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports"
MistButterfly,1691,6,2485327,Female,Kaze no Stigma,TV,Light novel,7.44,144743,1851.0,254,"Action, Magic, Romance, Fantasy, Shounen"
MistButterfly,1699,7,2485327,Female,Romeo x Juliet,TV,Book,7.8,48305,885.0,740,"Drama, Fantasy, Historical, Romance"
MistButterfly,1723,6,2485327,Female,Clannad Movie,Movie,Visual novel,7.32,64200,2328.0,749,"Drama, Romance, Fantasy, School"
MistButterfly,1731,5,2485327,Female,Tales of Symphonia The Animation: Sylvarant-hen,OVA,Game,7.26,18776,2589.0,1753,"Action, Adventure, Magic, Martial Arts, Fantasy"
MistButterfly,1764,0,2485327,Female,Slam Dunk (Movie),Movie,Manga,7.45,5628,1826.0,3628,"Comedy, Drama, School, Shounen, Slice of Life, Sports"
MistButterfly,1810,5,2485327,Female,Kyoushirou to Towa no Sora,TV,Manga,6.61,11084,5160.0,2015,"Drama, Magic, Romance, Shounen"
MistButterfly,1815,6,2485327,Female,Shakugan no Shana Movie,Movie,Light novel,7.44,25046,1865.0,1552,"Action, Supernatural, Fantasy"
MistButterfly,1894,5,2485327,Female,Yu☆Gi☆Oh!: Hikari no Pyramid,Movie,Manga,6.67,31179,4916.0,1615,"Adventure, Comedy, Fantasy, Game"
MistButterfly,1965,5,2485327,Female,Sola,TV,Manga,7.31,37505,2404.0,1040,"Drama, Romance, Slice of Life, Supernatural"
MistButterfly,2112,0,2485327,Female,Over Drive,TV,Manga,7.7,15486,1117.0,2000,"Shounen, Sports"
MistButterfly,2116,6,2485327,Female,Captain Tsubasa,TV,Manga,7.36,28285,2173.0,1600,"Action, Shounen, Sports"
MistButterfly,2153,5,2485327,Female,Saint Beast: Kouin Jojishi Tenshi Tan,TV,Unknown,6.43,1695,5895.0,4775,Fantasy
MistButterfly,2158,8,2485327,Female,Terra e... (TV),TV,Manga,8.02,13895,538.0,1691,"Action, Drama, Military, Sci-Fi, Space"
MistButterfly,2225,5,2485327,Female,Alps no Shoujo Heidi,TV,Book,7.27,8718,2514.0,2958,"Drama, Historical, Slice of Life"
MistButterfly,2400,5,2485327,Female,Ghost Sweeper GS Mikami,TV,Manga,7.26,2473,2564.0,4337,"Comedy, Supernatural"
MistButterfly,2924,6,2485327,Female,ef: A Tale of Memories.,TV,Visual novel,8.05,82024,486.0,436,"Mystery, Drama, Romance"
MistButterfly,2993,6,2485327,Female,Rosario to Vampire,TV,Manga,7.06,230899,3344.0,130,"Harem, Comedy, Romance, Ecchi, Vampire, Fantasy, School, Shounen"
MistButterfly,3174,5,2485327,Female,Sola Specials,Special,Manga,7.02,7459,3510.0,3294,"Comedy, Romance, Slice of Life, Supernatural"
