Mal ID,Username,Gender,Birthday,Location,Joined,Days Watched,Mean Score,Watching,Completed,On Hold,Dropped,Plan to Watch,Total Entries,Rewatched,Episodes Watched
4268,Wayero,Male,,Michigan,2007-05-14T00:00:00+00:00,40.8,6.83,6.0,34.0,1.0,1.0,3.0,45.0,0.0,2457.0
4269,reynan,,,,2007-05-14T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4270,Nolen,,,,2007-05-14T00:00:00+00:00,33.2,7.46,1.0,12.0,10.0,3.0,0.0,26.0,36.0,1988.0
4271,zogun13,,,,2007-05-14T00:00:00+00:00,0.9,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,51.0
4272,adversity,Female,1991-01-27T00:00:00+00:00,Canada,2007-05-14T00:00:00+00:00,19.7,8.03,1.0,48.0,0.0,4.0,7.0,60.0,0.0,1134.0
4273,CountAlucard,Male,,Wallachia,2007-05-15T00:00:00+00:00,43.9,7.33,9.0,159.0,4.0,12.0,570.0,754.0,0.0,2500.0
4274,kamerer,,,,2007-05-15T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4275,CatOnShrooms,,,,2007-05-15T00:00:00+00:00,29.1,7.91,4.0,30.0,1.0,1.0,0.0,36.0,0.0,1746.0
4276,OwNii,,,,2007-05-15T00:00:00+00:00,0.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4277,Yam,Male,1979-11-20T00:00:00+00:00,Curitiba - PR,2007-05-15T00:00:00+00:00,287.0,6.13,197.0,1182.0,59.0,5.0,22.0,1465.0,0.0,17223.0
4278,shadowkimura,,,,2007-05-15T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4279,-Byakko-,Male,,,2007-05-15T00:00:00+00:00,171.2,8.16,1.0,566.0,39.0,0.0,205.0,811.0,1.0,9992.0
4280,to4ta3noru,,,,2007-05-15T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4281,kssael,Male,1987-04-06T00:00:00+00:00,"Quezon City, Metro Manila",2007-05-15T00:00:00+00:00,114.5,8.36,0.0,103.0,5.0,1.0,10.0,119.0,167.0,6720.0
4283,kobi,Male,1990-08-03T00:00:00+00:00,Israel,2007-05-15T00:00:00+00:00,10.3,6.89,1.0,27.0,0.0,0.0,1.0,29.0,0.0,621.0
4284,doktor,Male,,,2007-05-15T00:00:00+00:00,9.6,0.0,0.0,29.0,0.0,0.0,0.0,29.0,0.0,555.0
4285,pierro,Male,,,2007-05-15T00:00:00+00:00,24.9,7.11,3.0,79.0,18.0,18.0,12.0,130.0,0.0,1500.0
4286,p_times_3,Female,1978-07-14T00:00:00+00:00,Topeka Ks,2007-05-15T00:00:00+00:00,6.0,7.83,9.0,16.0,8.0,3.0,8.0,44.0,0.0,349.0
4287,resilent,Female,1985-01-13T00:00:00+00:00,"Staffordshire, England",2007-05-15T00:00:00+00:00,135.6,7.9,109.0,389.0,80.0,2.0,88.0,668.0,3.0,8420.0
4288,MissMoop,,,,2007-05-15T00:00:00+00:00,11.9,8.13,1.0,14.0,0.0,0.0,0.0,15.0,4.0,727.0
4289,entail,,,,2007-05-15T00:00:00+00:00,79.7,9.22,11.0,60.0,2.0,0.0,58.0,131.0,12.0,4790.0
4290,ureshiii,Female,1989-06-24T00:00:00+00:00,,2007-05-15T00:00:00+00:00,0.4,8.5,0.0,1.0,1.0,0.0,0.0,2.0,0.0,24.0
4291,Unlucky,Male,1989-10-29T00:00:00+00:00,germany,2007-05-15T00:00:00+00:00,21.8,8.95,15.0,22.0,0.0,0.0,3.0,40.0,20.0,1303.0
4292,Darkmon,,,,2007-05-15T00:00:00+00:00,18.0,9.5,43.0,58.0,0.0,0.0,45.0,146.0,0.0,1099.0
4293,Madvedon,,,,2007-05-15T00:00:00+00:00,3.9,8.14,1.0,16.0,0.0,1.0,0.0,18.0,0.0,251.0
4294,amethystsword,Male,1987-10-23T00:00:00+00:00,"Bicknacre, England",2007-05-15T00:00:00+00:00,66.1,8.2,19.0,119.0,3.0,3.0,9.0,153.0,42.0,3829.0
4295,riggermantis,Male,,Dark side of the moon,2007-05-15T00:00:00+00:00,5.8,7.78,3.0,6.0,10.0,0.0,1.0,20.0,3.0,336.0
4296,Endo,Male,1991-07-24T00:00:00+00:00,"Nagano, Shiojiri",2007-05-15T00:00:00+00:00,56.1,8.55,1.0,153.0,44.0,12.0,17.0,227.0,2.0,3344.0
4297,Lyan,,,,2007-05-15T00:00:00+00:00,5.2,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,309.0
4298,Rofire,Female,,,2007-05-15T00:00:00+00:00,8.9,7.52,6.0,13.0,4.0,2.0,33.0,58.0,7.0,495.0
4299,Vampireking,,,,2007-05-15T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4300,someguy5000,Male,,,2007-05-15T00:00:00+00:00,123.3,0.0,5.0,578.0,1.0,1.0,1.0,586.0,0.0,7325.0
4301,Zee-,Male,1988-12-13T00:00:00+00:00,"Miami, Florida",2007-05-15T00:00:00+00:00,12.7,7.69,10.0,36.0,9.0,6.0,12.0,73.0,0.0,720.0
4302,Tenchi1,Male,,S,2007-05-15T00:00:00+00:00,12.0,7.5,2.0,29.0,0.0,0.0,2.0,33.0,1.0,718.0
4303,Misha5,,,,2007-05-15T00:00:00+00:00,12.0,8.75,0.0,7.0,2.0,0.0,0.0,9.0,9.0,723.0
4304,Duis,Male,,,2007-05-15T00:00:00+00:00,114.1,7.34,4.0,238.0,5.0,2.0,7.0,256.0,31.0,6730.0
4305,f0calizer,,,,2007-05-15T00:00:00+00:00,32.6,7.26,3.0,147.0,3.0,2.0,1.0,156.0,0.0,2037.0
4306,sleepyd,Male,,,2007-05-15T00:00:00+00:00,54.0,7.7,29.0,222.0,41.0,1.0,134.0,427.0,11.0,3121.0
4307,j4ki,,,,2007-05-15T00:00:00+00:00,13.7,10.0,7.0,10.0,0.0,0.0,0.0,17.0,3.0,822.0
4308,lucia-chan,Female,1991-07-26T00:00:00+00:00,The Netherlands.,2007-05-16T00:00:00+00:00,53.0,7.32,9.0,73.0,7.0,10.0,82.0,181.0,24.0,5862.0
4309,Jamuko,Female,1986-11-14T00:00:00+00:00,"Virginia, USA",2007-05-16T00:00:00+00:00,4.6,8.3,0.0,22.0,20.0,8.0,31.0,81.0,0.0,271.0
4310,Shuiro,,,,2007-05-16T00:00:00+00:00,42.9,7.3,2.0,50.0,6.0,21.0,8.0,87.0,0.0,2576.0
4311,Cielalune,,,,2007-05-16T00:00:00+00:00,4.3,9.33,0.0,5.0,1.0,0.0,0.0,6.0,2.0,262.0
4312,Demonooki,,,,2007-05-16T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4313,baranohanabira,Female,1986-11-21T00:00:00+00:00,Finland,2007-05-16T00:00:00+00:00,74.8,8.84,31.0,171.0,19.0,0.0,30.0,251.0,56.0,4569.0
4314,scheigh,,,,2007-05-16T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4315,RyuuTenshi,Male,1989-01-03T00:00:00+00:00,"Copenhagen, Denmark",2007-05-16T00:00:00+00:00,169.5,7.94,4.0,724.0,4.0,12.0,409.0,1153.0,164.0,10523.0
4316,rihochan,,,,2007-05-16T00:00:00+00:00,84.1,10.0,39.0,228.0,36.0,8.0,139.0,450.0,0.0,4979.0
4317,CherryBlossomSHM,,,,2007-05-16T00:00:00+00:00,1.4,9.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,89.0
4319,Fannypack,,,,2007-05-16T00:00:00+00:00,3.0,7.83,0.0,11.0,0.0,1.0,3.0,15.0,18.0,101.0
4320,vari,,,,2007-05-16T00:00:00+00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4321,Fortitude-Creed,Male,1993-08-11T00:00:00+00:00,Brunei Darussalam,2007-05-16T00:00:00+00:00,90.2,7.32,2.0,296.0,4.0,9.0,241.0,552.0,0.0,5631.0
4322,DaMeN,Male,1989-07-25T00:00:00+00:00,,2007-05-16T00:00:00+00:00,47.9,7.31,3.0,58.0,3.0,1.0,5.0,70.0,62.0,4362.0
4323,cecile_psu,,,,2007-05-16T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4324,00cool,,,,2007-05-16T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4325,BACKSTABBER,Male,1987-03-05T00:00:00+00:00,"Sao Paulo, Brazil",2007-05-16T00:00:00+00:00,11.5,10.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,687.0
4326,x3windy,Female,,Canada,2007-05-16T00:00:00+00:00,11.6,0.0,4.0,19.0,0.0,3.0,9.0,35.0,3.0,685.0
4327,snork,Male,1989-06-29T00:00:00+00:00,,2007-05-16T00:00:00+00:00,99.4,7.45,10.0,272.0,16.0,12.0,15.0,325.0,0.0,5832.0
4328,Joseph_,Male,1991-05-24T00:00:00+00:00,"Toronto, Canada",2007-05-16T00:00:00+00:00,28.5,7.53,14.0,56.0,9.0,1.0,25.0,105.0,1.0,1747.0
4329,Xexr,Male,,"Toronto, Canada",2007-05-16T00:00:00+00:00,61.8,0.0,5.0,122.0,1.0,0.0,49.0,177.0,0.0,3606.0
4330,ZephyrSB,Male,,I've lost track,2007-05-16T00:00:00+00:00,79.7,6.7,3.0,210.0,16.0,0.0,65.0,294.0,75.0,4660.0
4331,Mani,Male,1984-11-21T00:00:00+00:00,"Pyskowice, Poland",2007-05-16T00:00:00+00:00,133.9,9.12,19.0,385.0,0.0,0.0,11.0,415.0,0.0,8076.0
4332,photovore,,,,2007-05-16T00:00:00+00:00,0.4,7.0,5.0,1.0,0.0,0.0,0.0,6.0,0.0,26.0
4333,RetroCarrot,Male,1984-04-23T00:00:00+00:00,"Corona, California",2007-05-16T00:00:00+00:00,141.8,6.63,15.0,244.0,9.0,8.0,11.0,287.0,126.0,8219.0
4334,Coolero,Male,1990-05-26T00:00:00+00:00,"Lodz, Poland",2007-05-16T00:00:00+00:00,85.1,7.76,0.0,202.0,7.0,4.0,34.0,247.0,8.0,5099.0
4335,kouhii,,,,2007-05-16T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4336,Sowa,,,,2007-05-16T00:00:00+00:00,5.4,9.0,2.0,2.0,2.0,0.0,1.0,7.0,0.0,333.0
4337,mireru,,,,2007-05-16T00:00:00+00:00,12.0,8.05,28.0,31.0,2.0,3.0,5.0,69.0,1.0,756.0
4338,anjelofdarkness,Male,1970-07-31T00:00:00+00:00,"Kitchener, ON, Canada",2007-05-16T00:00:00+00:00,4.9,8.67,0.0,21.0,0.0,0.0,0.0,21.0,0.0,272.0
4339,pintocat,,,,2007-05-16T00:00:00+00:00,5.9,9.0,2.0,3.0,0.0,0.0,9.0,14.0,0.0,361.0
4340,Greed5,,,,2007-05-16T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4341,kawaiiflonne,,,,2007-05-16T00:00:00+00:00,23.4,7.23,9.0,59.0,2.0,0.0,0.0,70.0,0.0,1309.0
4342,Drechan88,,,,2007-05-16T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4343,MZAAZM,Male,,,2007-05-16T00:00:00+00:00,26.8,6.81,0.0,23.0,5.0,3.0,0.0,31.0,0.0,1629.0
4344,Darkanger,Female,,chattanooga,2007-05-16T00:00:00+00:00,102.0,7.8,183.0,495.0,33.0,49.0,180.0,940.0,33.0,5939.0
4345,dejitaru,Male,1982-12-10T00:00:00+00:00,"Jacksonville, Florida",2007-05-16T00:00:00+00:00,47.0,8.84,5.0,221.0,24.0,0.0,893.0,1143.0,13.0,2786.0
4346,Stryderhiriu,Male,1985-04-02T00:00:00+00:00,Sp,2007-05-16T00:00:00+00:00,120.7,7.54,6.0,538.0,47.0,1.0,5.0,597.0,0.0,7188.0
4347,jamza,Male,,,2007-05-16T00:00:00+00:00,10.1,8.58,0.0,30.0,9.0,0.0,0.0,39.0,0.0,574.0
4348,cj18,Male,1988-12-08T00:00:00+00:00,,2007-05-16T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4349,mhemhe,,,,2007-05-16T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4350,easymac,Male,,"melbourne,Australia",2007-05-17T00:00:00+00:00,39.2,7.34,12.0,107.0,10.0,0.0,137.0,266.0,0.0,2284.0
4351,murunchan,Female,,UK,2007-05-17T00:00:00+00:00,141.0,7.2,4.0,558.0,23.0,170.0,2.0,757.0,31.0,9598.0
4352,pokefreaks,,,,2007-05-17T00:00:00+00:00,17.1,8.46,17.0,77.0,12.0,0.0,12.0,118.0,0.0,1012.0
4353,elenuvien,Female,1987-07-09T00:00:00+00:00,"Chelm, Poland",2007-05-17T00:00:00+00:00,90.0,7.29,0.0,221.0,96.0,124.0,169.0,610.0,0.0,5374.0
4354,Leia,Female,,,2007-05-17T00:00:00+00:00,63.4,7.17,8.0,39.0,5.0,2.0,4.0,58.0,4.0,3756.0
4355,jetsiegelmax21,,1990-04-23T00:00:00+00:00,"Makati, Philippines",2007-05-17T00:00:00+00:00,48.6,9.82,2.0,6.0,0.0,0.0,3.0,11.0,37.0,2998.0
4356,RichardThomas,,,,2007-05-17T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4357,SHIRURI,Female,1991-09-10T00:00:00+00:00,Israel,2007-05-17T00:00:00+00:00,28.9,8.03,4.0,73.0,8.0,8.0,49.0,142.0,0.0,1723.0
4358,hsinister,,,,2007-05-17T00:00:00+00:00,1.7,9.5,0.0,2.0,0.0,0.0,0.0,2.0,1.0,103.0
4359,BigLazDude3,,,,2007-05-17T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4360,Eternal,Female,,London,2007-05-17T00:00:00+00:00,57.5,8.72,8.0,161.0,8.0,9.0,10.0,196.0,4.0,3346.0
4361,kumiko_a,,,,2007-05-17T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4362,Egao,,,,2007-05-17T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4363,Eax,Male,1990-04-19T00:00:00+00:00,"Lodz, Poland",2007-05-17T00:00:00+00:00,40.9,8.61,12.0,79.0,4.0,3.0,11.0,109.0,37.0,2422.0
4364,SaKuYa,Female,,Vienna,2007-05-17T00:00:00+00:00,258.5,8.67,46.0,804.0,173.0,0.0,216.0,1239.0,56.0,16453.0
4365,Zay,Female,,"California, USA",2007-05-17T00:00:00+00:00,46.6,8.52,13.0,25.0,1.0,0.0,18.0,57.0,18.0,2749.0
4366,Amoo,Female,,Ont. Canada,2007-05-17T00:00:00+00:00,11.0,0.0,7.0,15.0,0.0,0.0,0.0,22.0,0.0,664.0
4367,Nightwolf,Male,1984-12-02T00:00:00+00:00,Munich,2007-05-17T00:00:00+00:00,25.7,8.66,13.0,46.0,0.0,0.0,41.0,100.0,1.0,1514.0
4368,HeijiHattori,Male,,,2007-05-17T00:00:00+00:00,121.2,9.09,15.0,193.0,0.0,1.0,52.0,261.0,102.0,6809.0
4369,AyayaIsKawaii,,,,2007-05-17T00:00:00+00:00,167.9,7.27,9.0,444.0,157.0,228.0,84.0,922.0,0.0,10169.0
4370,edpopov,,,,2007-05-17T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4371,pomps,Male,1983-10-21T00:00:00+00:00,,2007-05-17T00:00:00+00:00,76.6,7.14,27.0,184.0,25.0,87.0,2.0,325.0,0.0,4516.0
4372,HerMioNe,Female,,,2007-05-17T00:00:00+00:00,51.8,8.18,22.0,158.0,0.0,0.0,1.0,181.0,0.0,3083.0
4373,neko_fumoffu,,,,2007-05-17T00:00:00+00:00,93.0,8.21,2.0,235.0,0.0,1.0,7.0,245.0,0.0,5529.0
4374,Kusumiikari,,,,2007-05-17T00:00:00+00:00,0.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4375,Reploid,,,,2007-05-17T00:00:00+00:00,94.5,10.0,0.0,3.0,0.0,0.0,0.0,3.0,27.0,5795.0
4377,Jirou,,,,2007-05-17T00:00:00+00:00,8.1,9.5,5.0,14.0,1.0,0.0,0.0,20.0,0.0,478.0
4378,Stormy,,,,2007-05-17T00:00:00+00:00,9.7,0.0,0.0,26.0,0.0,0.0,0.0,26.0,0.0,577.0
4379,sadpersonc13,,,,2007-05-17T00:00:00+00:00,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0
4380,gigglegreen19,,,,2007-05-17T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4381,MitsukiHeart,Female,,,2007-05-17T00:00:00+00:00,44.4,7.39,2.0,48.0,4.0,4.0,20.0,78.0,63.0,2648.0
4382,Oniguiri-chan,Female,1991-04-17T00:00:00+00:00,,2007-05-17T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4383,Onigiri-chan,Female,1991-04-17T00:00:00+00:00,,2007-05-17T00:00:00+00:00,2.9,9.33,0.0,6.0,0.0,0.0,0.0,6.0,0.0,167.0
4384,IamALF,,,,2007-05-17T00:00:00+00:00,2.3,8.67,2.0,2.0,0.0,0.0,2.0,6.0,3.0,138.0
4385,Darksasuke,,,,2007-05-17T00:00:00+00:00,23.5,9.32,13.0,64.0,0.0,1.0,16.0,94.0,0.0,1375.0
4386,ReAn,Male,1985-08-21T00:00:00+00:00,Canada,2007-05-17T00:00:00+00:00,184.8,7.53,11.0,490.0,21.0,43.0,22.0,587.0,164.0,10884.0
4387,Clay,,,,2007-05-17T00:00:00+00:00,0.2,9.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,7.0
4388,Bubblezio,,,,2007-05-17T00:00:00+00:00,46.2,7.68,36.0,126.0,3.0,0.0,3.0,168.0,1.0,2765.0
4389,bobbi2004,,,,2007-05-17T00:00:00+00:00,5.0,8.42,3.0,5.0,0.0,0.0,4.0,12.0,10.0,304.0
4390,Ryogakun,Male,1989-06-07T00:00:00+00:00,Germany,2007-05-17T00:00:00+00:00,0.2,10.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,7.0
4391,sonicnitro,,,,2007-05-17T00:00:00+00:00,2.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,149.0
4392,songoku,,,,2007-05-18T00:00:00+00:00,252.4,8.58,3.0,669.0,0.0,37.0,360.0,1069.0,0.0,15149.0
4393,Korn,,,,2007-05-18T00:00:00+00:00,13.2,7.43,0.0,45.0,0.0,0.0,0.0,45.0,10.0,754.0
4394,angelwings,,,,2007-05-18T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4395,Vegeta,,,,2007-05-18T00:00:00+00:00,129.2,6.41,5.0,218.0,3.0,3.0,2.0,231.0,0.0,7738.0
4396,kiruka,,,,2007-05-18T00:00:00+00:00,23.2,7.94,0.0,66.0,23.0,0.0,21.0,110.0,0.0,1389.0
4397,seensaad,,,,2007-05-18T00:00:00+00:00,5.1,9.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,296.0
4398,Ayechan,Female,1991-12-23T00:00:00+00:00,Israel,2007-05-18T00:00:00+00:00,52.8,6.87,2.0,136.0,39.0,131.0,14.0,322.0,0.0,3195.0
4399,red_gunner,,,,2007-05-18T00:00:00+00:00,5.6,10.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,200.0
4400,Artemis,Female,1988-07-03T00:00:00+00:00,Anywhere my imagination is able to reach,2007-05-18T00:00:00+00:00,155.9,7.81,40.0,413.0,8.0,5.0,87.0,553.0,33.0,9402.0
4401,garra,,,,2007-05-18T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4402,Testament,Male,1988-03-18T00:00:00+00:00,"Romania, Bucharest",2007-05-18T00:00:00+00:00,55.0,7.88,11.0,138.0,4.0,7.0,18.0,178.0,0.0,3263.0
4403,kindan97,,,,2007-05-18T00:00:00+00:00,6.9,8.43,0.0,7.0,0.0,0.0,0.0,7.0,23.0,377.0
4404,dekeriel,,,,2007-05-18T00:00:00+00:00,0.4,8.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,26.0
4405,KurosakiKun,,,,2007-05-18T00:00:00+00:00,36.9,8.44,1.0,85.0,8.0,11.0,91.0,196.0,8.0,2212.0
4406,Shadox,Male,,Poland,2007-05-18T00:00:00+00:00,149.7,6.3,1.0,1273.0,0.0,2.0,11.0,1287.0,1.0,8766.0
4407,ExoDus,,,,2007-05-18T00:00:00+00:00,85.5,6.98,7.0,274.0,25.0,47.0,27.0,380.0,17.0,4706.0
4408,Danny,Male,1990-04-29T00:00:00+00:00,"Leicester, England.",2007-05-18T00:00:00+00:00,58.3,8.1,4.0,103.0,5.0,1.0,31.0,144.0,31.0,3418.0
4409,RoBSoN,Male,1992-03-20T00:00:00+00:00,"Latvia,Kauguri",2007-05-18T00:00:00+00:00,1.0,9.75,4.0,0.0,0.0,0.0,0.0,4.0,0.0,62.0
4410,ecko10_5,,,,2007-05-18T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4411,trey_,,,,2007-05-18T00:00:00+00:00,100.4,8.33,4.0,24.0,0.0,0.0,0.0,28.0,82.0,5986.0
4412,lilasia,Female,1980-10-22T00:00:00+00:00,"Seattle, WA",2007-05-18T00:00:00+00:00,63.0,8.6,7.0,209.0,44.0,20.0,3.0,283.0,0.0,3620.0
4413,Nines_,Male,1990-01-25T00:00:00+00:00,stockholm sweden,2007-05-18T00:00:00+00:00,3.8,7.85,4.0,15.0,1.0,1.0,4.0,25.0,0.0,198.0
4414,Zown,Male,,,2007-05-18T00:00:00+00:00,148.3,7.25,45.0,462.0,100.0,29.0,75.0,711.0,32.0,8720.0
4415,exodus500,Male,1991-09-18T00:00:00+00:00,Rotherham,2007-05-18T00:00:00+00:00,53.6,7.58,12.0,147.0,3.0,11.0,36.0,209.0,14.0,3125.0
4416,Mr_Shadovski,Male,1986-11-03T00:00:00+00:00,,2007-05-18T00:00:00+00:00,5.8,8.76,0.0,17.0,0.0,0.0,1.0,18.0,15.0,279.0
4417,TAoF,Male,1987-09-03T00:00:00+00:00,"Toronto, Ontario",2007-05-18T00:00:00+00:00,116.1,7.67,15.0,313.0,43.0,7.0,46.0,424.0,4.0,6775.0
4418,BlackGoku,Male,,somewhere in Germany,2007-05-18T00:00:00+00:00,94.3,8.92,31.0,285.0,37.0,2.0,132.0,487.0,0.0,5852.0
4419,ShadowPony,Male,1984-01-30T00:00:00+00:00,"Iasi, Romania",2007-05-18T00:00:00+00:00,67.5,8.23,16.0,200.0,4.0,0.0,29.0,249.0,5.0,3980.0
4420,abarero,Female,,,2007-05-18T00:00:00+00:00,79.1,6.06,3.0,171.0,10.0,51.0,3.0,238.0,4.0,4723.0
4421,Pokedude97,Male,1991-10-17T00:00:00+00:00,"Denver, CO",2007-05-18T00:00:00+00:00,125.8,7.76,3.0,420.0,37.0,2.0,84.0,546.0,35.0,7425.0
4422,kyuubethe3rd,Non-Binary,,,2007-05-18T00:00:00+00:00,7.7,8.67,6.0,8.0,1.0,0.0,4.0,19.0,19.0,447.0
4423,icerydragon,Female,,Somewhere on the East Coast~ XP,2007-05-18T00:00:00+00:00,68.6,6.93,32.0,132.0,44.0,47.0,67.0,322.0,1.0,4076.0
4424,LAURENNNx03,,,,2007-05-18T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4425,GRIMLOCK,,,,2007-05-18T00:00:00+00:00,0.4,8.5,2.0,3.0,0.0,0.0,2.0,7.0,0.0,21.0
4426,mmusashi,,,,2007-05-18T00:00:00+00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4427,Exelen,Female,,France,2007-05-18T00:00:00+00:00,370.8,6.3,4.0,1344.0,55.0,94.0,14.0,1511.0,3.0,23430.0
4428,kriogenic,Male,1990-09-24T00:00:00+00:00,"Sydney, N.S.W",2007-05-18T00:00:00+00:00,32.6,8.58,0.0,52.0,0.0,0.0,0.0,52.0,7.0,1945.0
4429,kazuma19,,,,2007-05-18T00:00:00+00:00,1.3,10.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,78.0
4430,Ninja1259,Male,1991-01-17T00:00:00+00:00,"San Jose, CA",2007-05-18T00:00:00+00:00,288.0,8.12,30.0,946.0,1.0,57.0,3.0,1037.0,1.0,17127.0
4431,NecromanceR,,,,2007-05-18T00:00:00+00:00,5.5,8.5,0.0,2.0,0.0,0.0,0.0,2.0,0.0,334.0
4432,balo,Female,1980-01-04T00:00:00+00:00,,2007-05-18T00:00:00+00:00,0.8,8.5,0.0,2.0,0.0,0.0,0.0,2.0,0.0,50.0
4433,alan_sdg,,,,2007-05-18T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4434,sassy,,,,2007-05-18T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4435,Valdoyes,,,,2007-05-18T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4436,SilverpunkArc,Male,1983-03-29T00:00:00+00:00,,2007-05-19T00:00:00+00:00,35.1,7.5,0.0,124.0,0.0,9.0,11.0,144.0,21.0,1974.0
4437,Oppai___,,,,2007-05-19T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4438,Tsukino,Male,1985-02-02T00:00:00+00:00,,2007-05-19T00:00:00+00:00,50.1,0.0,12.0,164.0,53.0,83.0,35.0,347.0,4.0,2982.0
4439,Jrad,Male,1993-10-10T00:00:00+00:00,"Oviedo, Florida",2007-05-19T00:00:00+00:00,7.3,8.33,5.0,1.0,3.0,0.0,0.0,9.0,9.0,446.0
4440,Kusabana,,,,2007-05-19T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4441,aryan_01,,,,2007-05-19T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4442,huzy,,,,2007-05-19T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4443,ruth,,,,2007-05-19T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4444,dared,Male,1987-03-09T00:00:00+00:00,Germany,2007-05-19T00:00:00+00:00,38.1,7.02,5.0,112.0,7.0,7.0,58.0,189.0,30.0,2117.0
4445,prof_wacko,,,,2007-05-19T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4446,antimony51,Female,,,2007-05-19T00:00:00+00:00,28.2,8.57,0.0,30.0,16.0,17.0,1.0,64.0,0.0,1687.0
4447,Camasmie,Male,1989-04-11T00:00:00+00:00,"Rio de Janeiro, Brazil",2007-05-19T00:00:00+00:00,52.7,8.78,25.0,134.0,11.0,1.0,61.0,232.0,10.0,3106.0
